ID,StateCode,CountyCode,CountyName,Year,Force,Employed,Unemployed,Percent
CN1706700000000,17,067,"Hancock County, IL",2014,"8,910     ","8,334     ",576     ,6.5     
CN1706900000000,17,069,"Hardin County, IL",2014,"1,642     ","1,500     ",142     ,8.6     
CN1707100000000,17,071,"Henderson County, IL",2014,"3,746     ","3,513     ",233     ,6.2     
CN1707300000000,17,073,"Henry County, IL",2014,"25,300     ","23,628     ","1,672     ",6.6     
CN1707500000000,17,075,"Iroquois County, IL",2014,"15,030     ","14,079     ",951     ,6.3     
CN1707700000000,17,077,"Jackson County, IL",2014,"28,534     ","26,724     ","1,810     ",6.3     
CN1707900000000,17,079,"Jasper County, IL",2014,"4,661     ","4,361     ",300     ,6.4     
CN1708100000000,17,081,"Jefferson County, IL",2014,"17,662     ","16,350     ","1,312     ",7.4     
CN1708300000000,17,083,"Jersey County, IL",2014,"11,105     ","10,315     ",790     ,7.1     
CN1708500000000,17,085,"Jo Daviess County, IL",2014,"11,593     ","10,885     ",708     ,6.1     
CN1708700000000,17,087,"Johnson County, IL",2014,"4,173     ","3,775     ",398     ,9.5     
CN1708900000000,17,089,"Kane County, IL",2014,"265,580     ","247,408     ","18,172     ",6.8     
CN1709100000000,17,091,"Kankakee County, IL",2014,"55,763     ","51,356     ","4,407     ",7.9     
CN1709300000000,17,093,"Kendall County, IL",2014,"65,009     ","60,811     ","4,198     ",6.5     
CN1709500000000,17,095,"Knox County, IL",2014,"23,648     ","22,023     ","1,625     ",6.9     
CN1709700000000,17,097,"Lake County, IL",2014,"366,834     ","343,421     ","23,413     ",6.4     
CN1709900000000,17,099,"LaSalle County, IL",2014,"57,347     ","52,704     ","4,643     ",8.1     
CN1710100000000,17,101,"Lawrence County, IL",2014,"6,360     ","5,872     ",488     ,7.7     
CN1710300000000,17,103,"Lee County, IL",2014,"18,194     ","17,060     ","1,134     ",6.2     
CN1710500000000,17,105,"Livingston County, IL",2014,"17,511     ","16,402     ","1,109     ",6.3     
CN1710700000000,17,107,"Logan County, IL",2014,"13,058     ","12,230     ",828     ,6.3     
CN1710900000000,17,109,"McDonough County, IL",2014,"14,331     ","13,357     ",974     ,6.8     
CN1711100000000,17,111,"McHenry County, IL",2014,"165,366     ","154,424     ","10,942     ",6.6     
CN1711300000000,17,113,"McLean County, IL",2014,"91,023     ","86,071     ","4,952     ",5.4     
CN1711500000000,17,115,"Macon County, IL",2014,"50,954     ","46,639     ","4,315     ",8.5     
CN1711700000000,17,117,"Macoupin County, IL",2014,"23,192     ","21,469     ","1,723     ",7.4     
CN1711900000000,17,119,"Madison County, IL",2014,"132,597     ","123,340     ","9,257     ",7.0     
CN1712100000000,17,121,"Marion County, IL",2014,"18,089     ","16,721     ","1,368     ",7.6     
CN1712300000000,17,123,"Marshall County, IL",2014,"5,767     ","5,373     ",394     ,6.8     
CN1712500000000,17,125,"Mason County, IL",2014,"6,656     ","6,087     ",569     ,8.5     
CN1712700000000,17,127,"Massac County, IL",2014,"6,337     ","5,832     ",505     ,8.0     
CN1712900000000,17,129,"Menard County, IL",2014,"6,765     ","6,388     ",377     ,5.6     
CN1713100000000,17,131,"Mercer County, IL",2014,"8,304     ","7,727     ",577     ,6.9     
CN1713300000000,17,133,"Monroe County, IL",2014,"17,927     ","16,970     ",957     ,5.3     
CN1713500000000,17,135,"Montgomery County, IL",2014,"12,167     ","11,112     ","1,055     ",8.7     
CN1713700000000,17,137,"Morgan County, IL",2014,"17,265     ","16,239     ","1,026     ",5.9     
CN1713900000000,17,139,"Moultrie County, IL",2014,"7,065     ","6,685     ",380     ,5.4     
CN1714100000000,17,141,"Ogle County, IL",2014,"26,003     ","24,088     ","1,915     ",7.4     
CN1714300000000,17,143,"Peoria County, IL",2014,"91,852     ","84,859     ","6,993     ",7.6     
CN1714500000000,17,145,"Perry County, IL",2014,"8,906     ","8,157     ",749     ,8.4     
CN1714700000000,17,147,"Piatt County, IL",2014,"8,346     ","7,875     ",471     ,5.6     
CN1714900000000,17,149,"Pike County, IL",2014,"7,769     ","7,326     ",443     ,5.7     
CN1715100000000,17,151,"Pope County, IL",2014,"1,796     ","1,652     ",144     ,8.0     
CN1715300000000,17,153,"Pulaski County, IL",2014,"2,141     ","1,921     ",220     ,10.3     
CN1715500000000,17,155,"Putnam County, IL",2014,"3,044     ","2,810     ",234     ,7.7     
CN1715700000000,17,157,"Randolph County, IL",2014,"14,198     ","13,265     ",933     ,6.6     
CN1715900000000,17,159,"Richland County, IL",2014,"7,251     ","6,787     ",464     ,6.4     
CN1716100000000,17,161,"Rock Island County, IL",2014,"72,779     ","67,673     ","5,106     ",7.0     
CN1716300000000,17,163,"St. Clair County, IL",2014,"126,742     ","116,868     ","9,874     ",7.8     
CN1716500000000,17,165,"Saline County, IL",2014,"10,793     ","9,915     ",878     ,8.1     
CN1716700000000,17,167,"Sangamon County, IL",2014,"104,663     ","98,537     ","6,126     ",5.9     
CN1716900000000,17,169,"Schuyler County, IL",2014,"3,465     ","3,235     ",230     ,6.6     
CN1717100000000,17,171,"Scott County, IL",2014,"2,562     ","2,391     ",171     ,6.7     
CN1717300000000,17,173,"Shelby County, IL",2014,"10,175     ","9,491     ",684     ,6.7     
CN1717500000000,17,175,"Stark County, IL",2014,"2,811     ","2,603     ",208     ,7.4     
CN1717700000000,17,177,"Stephenson County, IL",2014,"22,297     ","20,667     ","1,630     ",7.3     
CN1717900000000,17,179,"Tazewell County, IL",2014,"68,015     ","63,477     ","4,538     ",6.7     
CN1718100000000,17,181,"Union County, IL",2014,"7,309     ","6,672     ",637     ,8.7     
CN1718300000000,17,183,"Vermilion County, IL",2014,"35,622     ","32,644     ","2,978     ",8.4     
CN1718500000000,17,185,"Wabash County, IL",2014,"5,581     ","5,250     ",331     ,5.9     
CN1718700000000,17,187,"Warren County, IL",2014,"8,759     ","8,250     ",509     ,5.8     
CN1718900000000,17,189,"Washington County, IL",2014,"9,048     ","8,620     ",428     ,4.7     
CN1719100000000,17,191,"Wayne County, IL",2014,"7,689     ","7,186     ",503     ,6.5     
CN1719300000000,17,193,"White County, IL",2014,"7,092     ","6,678     ",414     ,5.8     
CN1719500000000,17,195,"Whiteside County, IL",2014,"28,653     ","26,682     ","1,971     ",6.9     
CN1719700000000,17,197,"Will County, IL",2014,"355,897     ","328,713     ","27,184     ",7.6     
CN1719900000000,17,199,"Williamson County, IL",2014,"31,473     ","29,243     ","2,230     ",7.1     
CN1720100000000,17,201,"Winnebago County, IL",2014,"142,389     ","130,695     ","11,694     ",8.2     
CN1720300000000,17,203,"Woodford County, IL",2014,"19,759     ","18,675     ","1,084     ",5.5     
CN1800100000000,18,001,"Adams County, IN",2014,"16,417     ","15,666     ",751     ,4.6     
CN1800300000000,18,003,"Allen County, IN",2014,"175,664     ","165,636     ","10,028     ",5.7     
CN1800500000000,18,005,"Bartholomew County, IN",2014,"42,609     ","40,747     ","1,862     ",4.4     
CN1800700000000,18,007,"Benton County, IN",2014,"4,474     ","4,232     ",242     ,5.4     
CN1800900000000,18,009,"Blackford County, IN",2014,"5,264     ","4,875     ",389     ,7.4     
CN1801100000000,18,011,"Boone County, IN",2014,"32,189     ","30,780     ","1,409     ",4.4     
CN1801300000000,18,013,"Brown County, IN",2014,"7,358     ","6,919     ",439     ,6.0     
CN1801500000000,18,015,"Carroll County, IN",2014,"9,882     ","9,367     ",515     ,5.2     
CN1801700000000,18,017,"Cass County, IN",2014,"17,732     ","16,714     ","1,018     ",5.7     
CN1801900000000,18,019,"Clark County, IN",2014,"57,614     ","54,511     ","3,103     ",5.4     
CN1802100000000,18,021,"Clay County, IN",2014,"12,436     ","11,598     ",838     ,6.7     
CN1802300000000,18,023,"Clinton County, IN",2014,"16,654     ","15,804     ",850     ,5.1     
CN1802500000000,18,025,"Crawford County, IN",2014,"4,893     ","4,519     ",374     ,7.6     
CN1802700000000,18,027,"Daviess County, IN",2014,"15,177     ","14,500     ",677     ,4.5     
CN1802900000000,18,029,"Dearborn County, IN",2014,"25,114     ","23,468     ","1,646     ",6.6     
CN1803100000000,18,031,"Decatur County, IN",2014,"14,182     ","13,487     ",695     ,4.9     
CN1803300000000,18,033,"DeKalb County, IN",2014,"21,259     ","20,154     ","1,105     ",5.2     
CN1803500000000,18,035,"Delaware County, IN",2014,"53,582     ","49,845     ","3,737     ",7.0     
CN1803700000000,18,037,"Dubois County, IN",2014,"22,041     ","21,147     ",894     ,4.1     
CN1803900000000,18,039,"Elkhart County, IN",2014,"102,172     ","96,995     ","5,177     ",5.1     
CN1804100000000,18,041,"Fayette County, IN",2014,"9,089     ","8,382     ",707     ,7.8     
CN1804300000000,18,043,"Floyd County, IN",2014,"39,071     ","37,096     ","1,975     ",5.1     
CN1804500000000,18,045,"Fountain County, IN",2014,"8,199     ","7,627     ",572     ,7.0     
CN1804700000000,18,047,"Franklin County, IN",2014,"10,882     ","10,174     ",708     ,6.5     
CN1804900000000,18,049,"Fulton County, IN",2014,"9,790     ","9,179     ",611     ,6.2     
CN1805100000000,18,051,"Gibson County, IN",2014,"18,432     ","17,607     ",825     ,4.5     
CN1805300000000,18,053,"Grant County, IN",2014,"32,655     ","30,422     ","2,233     ",6.8     
CN1805500000000,18,055,"Greene County, IN",2014,"13,853     ","12,755     ","1,098     ",7.9     
CN1805700000000,18,057,"Hamilton County, IN",2014,"161,117     ","154,583     ","6,534     ",4.1     
CN1805900000000,18,059,"Hancock County, IN",2014,"36,611     ","34,721     ","1,890     ",5.2     
CN1806100000000,18,061,"Harrison County, IN",2014,"19,040     ","17,979     ","1,061     ",5.6     
CN1806300000000,18,063,"Hendricks County, IN",2014,"80,693     ","76,992     ","3,701     ",4.6     
CN1806500000000,18,065,"Henry County, IN",2014,"21,463     ","20,005     ","1,458     ",6.8     
CN1806700000000,18,067,"Howard County, IN",2014,"36,933     ","34,623     ","2,310     ",6.3     
CN1806900000000,18,069,"Huntington County, IN",2014,"18,550     ","17,478     ","1,072     ",5.8     
CN1807100000000,18,071,"Jackson County, IN",2014,"21,319     ","20,258     ","1,061     ",5.0     
CN1807300000000,18,073,"Jasper County, IN",2014,"16,138     ","15,064     ","1,074     ",6.7     
CN1807500000000,18,075,"Jay County, IN",2014,"10,101     ","9,517     ",584     ,5.8     
CN1807700000000,18,077,"Jefferson County, IN",2014,"15,060     ","14,149     ",911     ,6.0     
CN1807900000000,18,079,"Jennings County, IN",2014,"13,088     ","12,215     ",873     ,6.7     
CN1808100000000,18,081,"Johnson County, IN",2014,"75,521     ","71,773     ","3,748     ",5.0     
CN1808300000000,18,083,"Knox County, IN",2014,"18,842     ","17,861     ",981     ,5.2     
CN1808500000000,18,085,"Kosciusko County, IN",2014,"40,323     ","38,357     ","1,966     ",4.9     
CN1808700000000,18,087,"LaGrange County, IN",2014,"18,222     ","17,411     ",811     ,4.5     
CN1808900000000,18,089,"Lake County, IN",2014,"230,520     ","212,368     ","18,152     ",7.9     
CN1809100000000,18,091,"LaPorte County, IN",2014,"48,878     ","45,154     ","3,724     ",7.6     
CN1809300000000,18,093,"Lawrence County, IN",2014,"20,379     ","18,738     ","1,641     ",8.1     
CN1809500000000,18,095,"Madison County, IN",2014,"57,936     ","53,817     ","4,119     ",7.1     
CN1809700000000,18,097,"Marion County, IN",2014,"467,622     ","437,113     ","30,509     ",6.5     
CN1809900000000,18,099,"Marshall County, IN",2014,"23,722     ","22,426     ","1,296     ",5.5     
CN1810100000000,18,101,"Martin County, IN",2014,"4,955     ","4,691     ",264     ,5.3     
CN1810300000000,18,103,"Miami County, IN",2014,"15,672     ","14,639     ","1,033     ",6.6     
CN1810500000000,18,105,"Monroe County, IN",2014,"67,498     ","63,646     ","3,852     ",5.7     
CN1810700000000,18,107,"Montgomery County, IN",2014,"18,694     ","17,686     ","1,008     ",5.4     
CN1810900000000,18,109,"Morgan County, IN",2014,"34,993     ","32,967     ","2,026     ",5.8     
CN1811100000000,18,111,"Newton County, IN",2014,"6,946     ","6,463     ",483     ,7.0     
CN1811300000000,18,113,"Noble County, IN",2014,"23,136     ","21,937     ","1,199     ",5.2     
CN1811500000000,18,115,"Ohio County, IN",2014,"3,218     ","2,997     ",221     ,6.9     
CN1811700000000,18,117,"Orange County, IN",2014,"8,541     ","7,882     ",659     ,7.7     
CN1811900000000,18,119,"Owen County, IN",2014,"9,482     ","8,716     ",766     ,8.1     
CN1812100000000,18,121,"Parke County, IN",2014,"6,949     ","6,466     ",483     ,7.0     
CN1812300000000,18,123,"Perry County, IN",2014,"9,177     ","8,642     ",535     ,5.8     
CN1812500000000,18,125,"Pike County, IN",2014,"6,347     ","6,026     ",321     ,5.1     
CN1812700000000,18,127,"Porter County, IN",2014,"84,018     ","78,822     ","5,196     ",6.2     
CN1812900000000,18,129,"Posey County, IN",2014,"13,155     ","12,528     ",627     ,4.8     
CN1813100000000,18,131,"Pulaski County, IN",2014,"6,196     ","5,862     ",334     ,5.4     
CN1813300000000,18,133,"Putnam County, IN",2014,"16,269     ","15,192     ","1,077     ",6.6     
CN1813500000000,18,135,"Randolph County, IN",2014,"12,490     ","11,682     ",808     ,6.5     
CN1813700000000,18,137,"Ripley County, IN",2014,"13,640     ","12,742     ",898     ,6.6     
CN1813900000000,18,139,"Rush County, IN",2014,"8,530     ","8,052     ",478     ,5.6     
CN1814100000000,18,141,"St. Joseph County, IN",2014,"128,777     ","120,352     ","8,425     ",6.5     
CN1814300000000,18,143,"Scott County, IN",2014,"10,189     ","9,498     ",691     ,6.8     
CN1814500000000,18,145,"Shelby County, IN",2014,"22,437     ","21,164     ","1,273     ",5.7     
CN1814700000000,18,147,"Spencer County, IN",2014,"10,747     ","10,197     ",550     ,5.1     
CN1814900000000,18,149,"Starke County, IN",2014,"10,232     ","9,493     ",739     ,7.2     
CN1815100000000,18,151,"Steuben County, IN",2014,"19,810     ","18,855     ",955     ,4.8     
CN1815300000000,18,153,"Sullivan County, IN",2014,"8,649     ","8,032     ",617     ,7.1     
CN1815500000000,18,155,"Switzerland County, IN",2014,"4,803     ","4,521     ",282     ,5.9     
CN1815700000000,18,157,"Tippecanoe County, IN",2014,"91,324     ","86,744     ","4,580     ",5.0     
CN1815900000000,18,159,"Tipton County, IN",2014,"8,165     ","7,743     ",422     ,5.2     
CN1816100000000,18,161,"Union County, IN",2014,"3,544     ","3,345     ",199     ,5.6     
CN1816300000000,18,163,"Vanderburgh County, IN",2014,"92,096     ","87,142     ","4,954     ",5.4     
CN1816500000000,18,165,"Vermillion County, IN",2014,"7,226     ","6,607     ",619     ,8.6     
CN1816700000000,18,167,"Vigo County, IN",2014,"49,482     ","45,727     ","3,755     ",7.6     
CN1816900000000,18,169,"Wabash County, IN",2014,"15,472     ","14,613     ",859     ,5.6     
CN1817100000000,18,171,"Warren County, IN",2014,"4,096     ","3,847     ",249     ,6.1     
CN1817300000000,18,173,"Warrick County, IN",2014,"31,190     ","29,662     ","1,528     ",4.9     
CN1817500000000,18,175,"Washington County, IN",2014,"13,319     ","12,435     ",884     ,6.6     
CN1817700000000,18,177,"Wayne County, IN",2014,"30,925     ","28,911     ","2,014     ",6.5     
CN1817900000000,18,179,"Wells County, IN",2014,"13,760     ","13,101     ",659     ,4.8     
CN1818100000000,18,181,"White County, IN",2014,"13,454     ","12,773     ",681     ,5.1     
CN1818300000000,18,183,"Whitley County, IN",2014,"16,843     ","15,976     ",867     ,5.1     
CN1900100000000,19,001,"Adair County, IA",2014,"4,165     ","3,997     ",168     ,4.0     
CN1900300000000,19,003,"Adams County, IA",2014,"2,219     ","2,144     ",75     ,3.4     
CN1900500000000,19,005,"Allamakee County, IA",2014,"7,731     ","7,291     ",440     ,5.7     
CN1900700000000,19,007,"Appanoose County, IA",2014,"6,171     ","5,816     ",355     ,5.8     
CN1900900000000,19,009,"Audubon County, IA",2014,"3,270     ","3,128     ",142     ,4.3     
CN1901100000000,19,011,"Benton County, IA",2014,"13,909     ","13,263     ",646     ,4.6     
CN1901300000000,19,013,"Black Hawk County, IA",2014,"72,400     ","68,823     ","3,577     ",4.9     
CN1901500000000,19,015,"Boone County, IA",2014,"15,242     ","14,720     ",522     ,3.4     
CN1901700000000,19,017,"Bremer County, IA",2014,"14,222     ","13,697     ",525     ,3.7     
CN1901900000000,19,019,"Buchanan County, IA",2014,"11,504     ","10,965     ",539     ,4.7     
CN1902100000000,19,021,"Buena Vista County, IA",2014,"11,519     ","11,060     ",459     ,4.0     
CN1902300000000,19,023,"Butler County, IA",2014,"8,407     ","8,049     ",358     ,4.3     
CN1902500000000,19,025,"Calhoun County, IA",2014,"4,436     ","4,220     ",216     ,4.9     
CN1902700000000,19,027,"Carroll County, IA",2014,"11,262     ","10,903     ",359     ,3.2     
CN1902900000000,19,029,"Cass County, IA",2014,"7,408     ","7,085     ",323     ,4.4     
CN1903100000000,19,031,"Cedar County, IA",2014,"10,961     ","10,535     ",426     ,3.9     
CN1903300000000,19,033,"Cerro Gordo County, IA",2014,"23,311     ","22,220     ","1,091     ",4.7     
CN1903500000000,19,035,"Cherokee County, IA",2014,"6,653     ","6,312     ",341     ,5.1     
CN1903700000000,19,037,"Chickasaw County, IA",2014,"6,500     ","6,190     ",310     ,4.8     
CN1903900000000,19,039,"Clarke County, IA",2014,"4,693     ","4,482     ",211     ,4.5     
CN1904100000000,19,041,"Clay County, IA",2014,"8,972     ","8,595     ",377     ,4.2     
CN1904300000000,19,043,"Clayton County, IA",2014,"10,223     ","9,710     ",513     ,5.0     
CN1904500000000,19,045,"Clinton County, IA",2014,"24,852     ","23,537     ","1,315     ",5.3     
CN1904700000000,19,047,"Crawford County, IA",2014,"8,762     ","8,402     ",360     ,4.1     
CN1904900000000,19,049,"Dallas County, IA",2014,"42,852     ","41,434     ","1,418     ",3.3     
CN1905100000000,19,051,"Davis County, IA",2014,"4,124     ","3,911     ",213     ,5.2     
CN1905300000000,19,053,"Decatur County, IA",2014,"4,455     ","4,285     ",170     ,3.8     
CN1905500000000,19,055,"Delaware County, IA",2014,"10,560     ","10,159     ",401     ,3.8     
CN1905700000000,19,057,"Des Moines County, IA",2014,"20,907     ","19,854     ","1,053     ",5.0     
CN1905900000000,19,059,"Dickinson County, IA",2014,"9,743     ","9,284     ",459     ,4.7     
CN1906100000000,19,061,"Dubuque County, IA",2014,"55,753     ","53,434     ","2,319     ",4.2     
CN1906300000000,19,063,"Emmet County, IA",2014,"5,752     ","5,523     ",229     ,4.0     
CN1906500000000,19,065,"Fayette County, IA",2014,"10,829     ","10,283     ",546     ,5.0     
CN1906700000000,19,067,"Floyd County, IA",2014,"8,437     ","8,053     ",384     ,4.6     
CN1906900000000,19,069,"Franklin County, IA",2014,"5,997     ","5,758     ",239     ,4.0     
CN1907100000000,19,071,"Fremont County, IA",2014,"4,183     ","4,020     ",163     ,3.9     
CN1907300000000,19,073,"Greene County, IA",2014,"5,291     ","5,076     ",215     ,4.1     
CN1907500000000,19,075,"Grundy County, IA",2014,"6,746     ","6,463     ",283     ,4.2     
CN1907700000000,19,077,"Guthrie County, IA",2014,"5,630     ","5,382     ",248     ,4.4     
CN1907900000000,19,079,"Hamilton County, IA",2014,"7,122     ","6,797     ",325     ,4.6     
CN1908100000000,19,081,"Hancock County, IA",2014,"6,318     ","6,108     ",210     ,3.3     
CN1908300000000,19,083,"Hardin County, IA",2014,"8,737     ","8,357     ",380     ,4.3     
CN1908500000000,19,085,"Harrison County, IA",2014,"7,562     ","7,257     ",305     ,4.0     
CN1908700000000,19,087,"Henry County, IA",2014,"9,577     ","9,153     ",424     ,4.4     
CN1908900000000,19,089,"Howard County, IA",2014,"5,333     ","5,116     ",217     ,4.1     
CN1909100000000,19,091,"Humboldt County, IA",2014,"5,277     ","5,076     ",201     ,3.8     
CN1909300000000,19,093,"Ida County, IA",2014,"3,903     ","3,762     ",141     ,3.6     
CN1909500000000,19,095,"Iowa County, IA",2014,"10,241     ","9,810     ",431     ,4.2     
CN1909700000000,19,097,"Jackson County, IA",2014,"11,056     ","10,493     ",563     ,5.1     
CN1909900000000,19,099,"Jasper County, IA",2014,"19,394     ","18,530     ",864     ,4.5     
CN1910100000000,19,101,"Jefferson County, IA",2014,"9,111     ","8,711     ",400     ,4.4     
CN1910300000000,19,103,"Johnson County, IA",2014,"84,304     ","81,687     ","2,617     ",3.1     
CN1910500000000,19,105,"Jones County, IA",2014,"10,830     ","10,293     ",537     ,5.0     
CN1910700000000,19,107,"Keokuk County, IA",2014,"5,535     ","5,288     ",247     ,4.5     
CN1910900000000,19,109,"Kossuth County, IA",2014,"8,691     ","8,410     ",281     ,3.2     
CN1911100000000,19,111,"Lee County, IA",2014,"17,795     ","16,740     ","1,055     ",5.9     
CN1911300000000,19,113,"Linn County, IA",2014,"121,412     ","116,047     ","5,365     ",4.4     
CN1911500000000,19,115,"Louisa County, IA",2014,"5,954     ","5,684     ",270     ,4.5     
CN1911700000000,19,117,"Lucas County, IA",2014,"4,325     ","4,155     ",170     ,3.9     
CN1911900000000,19,119,"Lyon County, IA",2014,"7,035     ","6,855     ",180     ,2.6     
CN1912100000000,19,121,"Madison County, IA",2014,"8,259     ","7,882     ",377     ,4.6     
CN1912300000000,19,123,"Mahaska County, IA",2014,"11,900     ","11,374     ",526     ,4.4     
CN1912500000000,19,125,"Marion County, IA",2014,"17,495     ","16,824     ",671     ,3.8     
CN1912700000000,19,127,"Marshall County, IA",2014,"19,902     ","18,822     ","1,080     ",5.4     
CN1912900000000,19,129,"Mills County, IA",2014,"7,423     ","7,096     ",327     ,4.4     
CN1913100000000,19,131,"Mitchell County, IA",2014,"5,478     ","5,282     ",196     ,3.6     
CN1913300000000,19,133,"Monona County, IA",2014,"4,772     ","4,533     ",239     ,5.0     
CN1913500000000,19,135,"Monroe County, IA",2014,"4,088     ","3,881     ",207     ,5.1     
CN1913700000000,19,137,"Montgomery County, IA",2014,"5,180     ","4,965     ",215     ,4.2     
CN1913900000000,19,139,"Muscatine County, IA",2014,"22,191     ","21,178     ","1,013     ",4.6     
CN1914100000000,19,141,"O'Brien County, IA",2014,"8,263     ","7,992     ",271     ,3.3     
CN1914300000000,19,143,"Osceola County, IA",2014,"3,471     ","3,355     ",116     ,3.3     
CN1914500000000,19,145,"Page County, IA",2014,"6,620     ","6,324     ",296     ,4.5     
CN1914700000000,19,147,"Palo Alto County, IA",2014,"4,869     ","4,692     ",177     ,3.6     
CN1914900000000,19,149,"Plymouth County, IA",2014,"14,713     ","14,205     ",508     ,3.5     
CN1915100000000,19,151,"Pocahontas County, IA",2014,"4,341     ","4,189     ",152     ,3.5     
CN1915300000000,19,153,"Polk County, IA",2014,"256,517     ","245,593     ","10,924     ",4.3     
CN1915500000000,19,155,"Pottawattamie County, IA",2014,"49,356     ","47,224     ","2,132     ",4.3     
CN1915700000000,19,157,"Poweshiek County, IA",2014,"10,440     ","9,992     ",448     ,4.3     
CN1915900000000,19,159,"Ringgold County, IA",2014,"2,540     ","2,441     ",99     ,3.9     
CN1916100000000,19,161,"Sac County, IA",2014,"5,574     ","5,354     ",220     ,3.9     
CN1916300000000,19,163,"Scott County, IA",2014,"88,788     ","84,129     ","4,659     ",5.2     
CN1916500000000,19,165,"Shelby County, IA",2014,"7,076     ","6,853     ",223     ,3.2     
CN1916700000000,19,167,"Sioux County, IA",2014,"20,198     ","19,601     ",597     ,3.0     
CN1916900000000,19,169,"Story County, IA",2014,"56,811     ","55,159     ","1,652     ",2.9     
CN1917100000000,19,171,"Tama County, IA",2014,"9,270     ","8,778     ",492     ,5.3     
CN1917300000000,19,173,"Taylor County, IA",2014,"3,253     ","3,133     ",120     ,3.7     
CN1917500000000,19,175,"Union County, IA",2014,"6,838     ","6,514     ",324     ,4.7     
CN1917700000000,19,177,"Van Buren County, IA",2014,"3,928     ","3,749     ",179     ,4.6     
CN1917900000000,19,179,"Wapello County, IA",2014,"18,203     ","17,197     ","1,006     ",5.5     
CN1918100000000,19,181,"Warren County, IA",2014,"26,860     ","25,789     ","1,071     ",4.0     
CN1918300000000,19,183,"Washington County, IA",2014,"12,364     ","11,916     ",448     ,3.6     
CN1918500000000,19,185,"Wayne County, IA",2014,"2,882     ","2,736     ",146     ,5.1     
CN1918700000000,19,187,"Webster County, IA",2014,"19,894     ","18,925     ",969     ,4.9     
CN1918900000000,19,189,"Winnebago County, IA",2014,"5,242     ","5,020     ",222     ,4.2     
CN1919100000000,19,191,"Winneshiek County, IA",2014,"12,101     ","11,583     ",518     ,4.3     
CN1919300000000,19,193,"Woodbury County, IA",2014,"56,143     ","53,665     ","2,478     ",4.4     
CN1919500000000,19,195,"Worth County, IA",2014,"4,219     ","4,026     ",193     ,4.6     
CN1919700000000,19,197,"Wright County, IA",2014,"6,974     ","6,687     ",287     ,4.1     
CN2000100000000,20,001,"Allen County, KS",2014,"6,816     ","6,470     ",346     ,5.1     
CN2000300000000,20,003,"Anderson County, KS",2014,"4,193     ","3,977     ",216     ,5.2     
CN2000500000000,20,005,"Atchison County, KS",2014,"7,643     ","7,146     ",497     ,6.5     
CN2000700000000,20,007,"Barber County, KS",2014,"2,719     ","2,636     ",83     ,3.1     
CN2000900000000,20,009,"Barton County, KS",2014,"15,479     ","14,929     ",550     ,3.6     
CN2001100000000,20,011,"Bourbon County, KS",2014,"7,104     ","6,730     ",374     ,5.3     
CN2001300000000,20,013,"Brown County, KS",2014,"5,414     ","5,193     ",221     ,4.1     
CN2001500000000,20,015,"Butler County, KS",2014,"31,992     ","30,433     ","1,559     ",4.9     
CN2001700000000,20,017,"Chase County, KS",2014,"1,235     ","1,184     ",51     ,4.1     
CN2001900000000,20,019,"Chautauqua County, KS",2014,"1,579     ","1,493     ",86     ,5.4     
CN2002100000000,20,021,"Cherokee County, KS",2014,"10,365     ","9,843     ",522     ,5.0     
CN2002300000000,20,023,"Cheyenne County, KS",2014,"1,316     ","1,275     ",41     ,3.1     
CN2002500000000,20,025,"Clark County, KS",2014,"1,145     ","1,115     ",30     ,2.6     
CN2002700000000,20,027,"Clay County, KS",2014,"4,176     ","3,991     ",185     ,4.4     
CN2002900000000,20,029,"Cloud County, KS",2014,"4,396     ","4,211     ",185     ,4.2     
CN2003100000000,20,031,"Coffey County, KS",2014,"4,901     ","4,622     ",279     ,5.7     
CN2003300000000,20,033,"Comanche County, KS",2014,980     ,950     ,30     ,3.1     
CN2003500000000,20,035,"Cowley County, KS",2014,"17,286     ","16,485     ",801     ,4.6     
CN2003700000000,20,037,"Crawford County, KS",2014,"19,160     ","18,135     ","1,025     ",5.3     
CN2003900000000,20,039,"Decatur County, KS",2014,"1,354     ","1,307     ",47     ,3.5     
CN2004100000000,20,041,"Dickinson County, KS",2014,"9,734     ","9,241     ",493     ,5.1     
CN2004300000000,20,043,"Doniphan County, KS",2014,"4,301     ","4,107     ",194     ,4.5     
CN2004500000000,20,045,"Douglas County, KS",2014,"64,733     ","62,090     ","2,643     ",4.1     
CN2004700000000,20,047,"Edwards County, KS",2014,"1,607     ","1,554     ",53     ,3.3     
CN2004900000000,20,049,"Elk County, KS",2014,"1,310     ","1,243     ",67     ,5.1     
CN2005100000000,20,051,"Ellis County, KS",2014,"17,931     ","17,438     ",493     ,2.7     
CN2005300000000,20,053,"Ellsworth County, KS",2014,"3,450     ","3,348     ",102     ,3.0     
CN2005500000000,20,055,"Finney County, KS",2014,"20,227     ","19,533     ",694     ,3.4     
CN2005700000000,20,057,"Ford County, KS",2014,"18,202     ","17,510     ",692     ,3.8     
CN2005900000000,20,059,"Franklin County, KS",2014,"14,070     ","13,351     ",719     ,5.1     
CN2006100000000,20,061,"Geary County, KS",2014,"12,351     ","11,449     ",902     ,7.3     
CN2006300000000,20,063,"Gove County, KS",2014,"1,485     ","1,446     ",39     ,2.6     
CN2006500000000,20,065,"Graham County, KS",2014,"1,314     ","1,271     ",43     ,3.3     
